RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,DateofCalculation,meanLong,meanLat,BeamWidth,SweptAreaDSKM2,SweptAreaWSKM2,SweptAreaBWKM2,Depth_gam,DateofCalculation_Dataproduct
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,606_20,20,2004,9,29,614,NA,15,D,53.8396,3.6079,53.8266,3.6221,36F3,36,V,606_20,1,1,R,-9,NA,4,1753,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,160,4,-9,NA,-9,NA,-9,338,9,NA,-9,15.8,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,3.615,53.8331,6,NA,NA,0.010518,36,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,605_01,1,2004,9,16,612,NA,6,D,53.8723,6.4015,53.8713,6.4142,36F6,26,V,605_01,1,1,R,-9,NA,4,918,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,85,4,-9,NA,-9,NA,-9,315,4,NA,-9,16.9,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,6.40785,53.8718,6,NA,NA,0.005508,26,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,605_02,2,2004,9,16,737,NA,15,D,53.9061,6.6421,53.9147,6.6647,36F6,28,V,605_02,1,1,R,-9,NA,4,1757,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,50,4,-9,NA,-9,NA,-9,315,4,NA,-9,16.9,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,6.6534,53.9104,6,NA,NA,0.010542,28,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,605_03,3,2004,9,16,851,NA,15,D,53.9356,6.8555,53.9429,6.88,36F6,25,V,605_03,1,1,R,-9,NA,4,1827,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,50,4,-9,NA,-9,NA,-9,315,4,NA,-9,16.6,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,6.86775,53.93925,6,NA,NA,0.010962,25,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,606_22,22,2004,9,29,850,NA,15,D,53.5084,3.8171,53.4958,3.832,36F3,32,V,606_22,1,1,R,-9,NA,4,1731,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,140,4,-9,NA,-9,NA,-9,338,9,NA,-9,-9,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,3.82455,53.5021,6,NA,NA,0.010386,32,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,607_17,17,2004,9,28,1520,NA,15,D,53.5104,5.3838,53.5062,5.3585,36F5,18,V,607_17,1,1,R,-9,NA,4,1796,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,255,4,-9,NA,-9,NA,-9,270,9,NA,-9,15.7,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,5.37115,53.5083,6,NA,NA,0.010776,18,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,640_37,37,2004,9,30,1547,NA,15,D,52.1962,4.1532,52.1894,4.176,33F4,20,V,640_37,1,1,R,-9,NA,4,1744,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,150,4,-9,NA,-9,NA,-9,113,4,NA,-9,15.5,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,4.1646,52.1928,6,NA,NA,0.010464,20,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,640_38,38,2004,9,30,1700,NA,15,D,52.2098,4.2686,52.1943,4.2676,33F4,18,V,640_38,1,1,R,-9,NA,4,1759,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,190,4,-9,NA,-9,NA,-9,113,4,NA,-9,15.6,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,4.2681,52.20205,6,NA,NA,0.010554,18,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,640_36,36,2004,9,30,1450,NA,15,D,52.2682,4.0715,52.2555,4.0603,33F4,22,V,640_36,1,1,R,-9,NA,4,1705,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,205,4,-9,NA,-9,NA,-9,113,4,NA,-9,15.7,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,4.0659,52.26185,6,NA,NA,0.01023,22,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,640_35,35,2004,9,30,1405,NA,15,D,52.3015,3.9688,52.2868,3.9726,33F3,23,V,640_35,1,1,R,-9,NA,4,1676,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,180,4,-9,NA,-9,NA,-9,113,4,NA,-9,15.9,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,3.9707,52.29415,6,NA,NA,0.010056,23,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,630_32,32,2004,9,30,843,NA,15,D,52.5085,4.0778,52.507,4.0538,34F4,26,V,630_32,1,1,R,-9,NA,4,1655,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,270,4,-9,NA,-9,NA,-9,135,2,NA,-9,16,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,4.0658,52.50775,6,NA,NA,0.00993,26,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,605_04,4,2004,9,16,1003,NA,15,D,53.9805,7.07,53.979,7.0941,36F7,30,V,605_04,1,1,R,-9,NA,4,1759,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,110,4,-9,NA,-9,NA,-9,315,4,NA,-9,16.6,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,7.08205,53.97975,6,NA,NA,0.010554,30,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,602_08,8,2004,9,16,1725,NA,15,D,54.1216,7.7996,54.1127,7.8209,37F7,39,V,602_08,1,1,R,-9,NA,4,1714,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,125,4,-9,NA,-9,NA,-9,248,4,NA,-9,16.5,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,7.81025,54.11715,6,NA,NA,0.010284,39,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,602_07,7,2004,9,16,1546,NA,15,D,54.2145,7.5913,54.205,7.6122,37F7,39,V,602_07,1,1,R,-9,NA,4,1718,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,125,4,-9,NA,-9,NA,-9,248,4,NA,-9,16.8,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,7.60175,54.20975,6,NA,NA,0.010308,39,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,660_27,27,2004,9,29,1513,NA,15,D,52.8363,4.4426,52.822,4.4412,34F4,26,V,660_27,1,1,R,-9,NA,4,1618,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,190,4,-9,NA,-9,NA,-9,338,4,NA,-9,15.8,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,4.4419,52.82915,6,NA,NA,0.009708,26,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,640_01,1,2002,9,12,1230,NA,15,D,52.1846,4.2838,NA,NA,33F4,19,V,640_01,1,1,R,-9,NA,4,1685,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,270,4,-9,NA,-9,NA,-9,30,2,NA,-9,19.2,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,4.2838,52.1846,6,NA,NA,0.01011,19,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,640_03,3,2002,9,12,1427,NA,15,D,52.2508,4.0508,NA,NA,33F4,24,V,640_03,1,1,R,-9,NA,4,1696,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,300,4,-9,NA,-9,NA,-9,30,2,NA,-9,18.8,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,4.0508,52.2508,6,NA,NA,0.010176,24,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,660_11,11,2002,9,16,1510,NA,15,D,52.7503,4.5008,NA,NA,34F4,23,I,660_11,1,1,R,-9,NA,4,1635,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,10,4,-9,NA,-9,NA,-9,0,4,NA,-9,19.7,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,4.5008,52.7503,6,NA,NA,0.00981,23,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,603_43,43,2002,9,23,715,NA,15,D,54.934,8.0166,NA,NA,38F8,17,V,603_43,1,1,R,-9,NA,4,1653,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,180,4,-9,NA,-9,NA,-9,30,7,NA,-9,16.4,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,8.0166,54.934,6,NA,NA,0.009918,17,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,603_42,42,2002,9,23,610,NA,15,D,55.084,8.0833,NA,NA,39F8,17,V,603_42,1,1,R,-9,NA,4,1676,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,180,4,-9,NA,-9,NA,-9,30,7,NA,-9,16.4,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,8.0833,55.084,6,NA,NA,0.010056,17,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,602_06,6,2004,9,16,1425,NA,15,D,54.2635,7.3291,54.2546,7.3504,37F7,40,V,602_06,1,1,R,-9,NA,4,1726,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,125,4,-9,NA,-9,NA,-9,248,4,NA,-9,16.9,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,7.33975,54.25905,6,NA,NA,0.010356,40,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,602_48,48,2002,9,24,815,NA,15,D,54.1848,7.6176,NA,NA,37F7,38,V,602_48,1,1,R,-9,NA,4,1644,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,320,4,-9,NA,-9,NA,-9,0,2,NA,-9,16.7,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,7.6176,54.1848,6,NA,NA,0.009864,38,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,602_49,49,2002,9,24,935,NA,15,D,54.2346,7.3835,NA,NA,37F7,40,V,602_49,1,1,R,-9,NA,4,1650,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,310,4,-9,NA,-9,NA,-9,0,2,NA,-9,17,-9,-9,-9,NA,NA,40,2,NA,NA,NA,NA,NA,NA,20210324,7.3835,54.2346,6,NA,NA,0.0099,40,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,602_05,5,2004,9,16,1300,NA,15,D,54.3125,7.0756,54.3012,7.1009,37F7,39,V,602_05,1,1,R,-9,NA,4,1685,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,90,4,-9,NA,-9,NA,-9,248,4,NA,-9,17.2,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,7.08825,54.30685,6,NA,NA,0.01011,39,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,660_13,13,2002,9,16,1840,NA,15,D,52.8836,4.368,NA,NA,34F4,27,V,660_13,1,1,R,-9,NA,4,1679,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,35,4,-9,NA,-9,NA,-9,0,4,NA,-9,19.4,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,4.368,52.8836,6,NA,NA,0.010074,27,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,605_32,32,2002,9,19,1348,NA,15,D,53.8681,6.451,NA,NA,36F6,28,V,605_32,1,1,R,-9,NA,4,1648,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,80,4,-9,NA,-9,NA,-9,350,4,NA,-9,18.6,-9,-9,-9,NA,NA,40,5,NA,NA,NA,NA,NA,NA,20210324,6.451,53.8681,6,NA,NA,0.009888,28,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,608_27,27,2002,9,19,610,NA,15,D,53.8833,7.5666,NA,NA,36F7,25,V,608_27,1,1,R,-9,NA,4,1663,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,270,4,-9,NA,-9,NA,-9,330,4,NA,-9,18.3,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,7.5666,53.8833,6,NA,NA,0.009978,25,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,607_25,25,2002,9,18,1434,NA,15,D,53.4676,5.3838,NA,NA,35F5,19,V,607_25,1,1,R,-9,NA,4,1729,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,100,4,-9,NA,-9,NA,-9,330,2,NA,-9,18.4,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,5.3838,53.4676,6,NA,NA,0.010374,19,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,607_22,22,2002,9,18,940,NA,15,D,53.2671,4.817,NA,NA,35F4,18,V,607_22,1,1,R,-9,NA,4,1714,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,60,4,-9,NA,-9,NA,-9,330,4,NA,-9,17.6,-9,-9,-9,NA,NA,40,2,NA,NA,NA,NA,NA,NA,20210324,4.817,53.2671,6,NA,NA,0.010284,18,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,608_11,11,2004,9,17,817,NA,15,D,53.8096,7.1078,53.814,7.1329,36F7,20,V,608_11,1,1,R,-9,NA,4,1750,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,75,4,-9,NA,-9,NA,-9,203,9,NA,-9,15.8,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210323,7.12035,53.8118,6,NA,NA,0.0105,20,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,630_06,6,2002,9,12,1830,NA,15,D,52.5176,3.6846,NA,NA,34F3,29,V,630_06,1,1,R,-9,NA,4,1639,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,130,4,-9,NA,-9,NA,-9,30,4,NA,-9,18.4,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,3.6846,52.5176,6,NA,NA,0.009834,29,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,607_26,26,2002,9,18,1537,NA,15,D,53.517,5.6003,NA,NA,36F5,21,V,607_26,1,1,R,-9,NA,4,1677,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,75,4,-9,NA,-9,NA,-9,330,2,NA,-9,17.9,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,5.6003,53.517,6,NA,NA,0.010062,21,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,630_08,8,2002,9,13,710,NA,15,D,52.5346,4.4678,NA,NA,34F4,18,V,630_08,1,1,R,-9,NA,4,1661,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,105,4,-9,NA,-9,NA,-9,30,2,NA,-9,18.8,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,4.4678,52.5346,6,NA,NA,0.009966,18,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,630_07,7,2002,9,13,610,NA,15,D,52.5501,4.2833,NA,NA,34F4,22,V,630_07,1,1,R,-9,NA,4,1637,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,80,4,-9,NA,-9,NA,-9,30,2,NA,-9,18.4,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,4.2833,52.5501,6,NA,NA,0.009822,22,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,605_34,34,2002,9,19,1550,NA,15,D,53.918,6.8,NA,NA,36F6,28,V,605_34,1,1,R,-9,NA,4,1701,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,70,4,-9,NA,-9,NA,-9,350,2,NA,-9,18.4,-9,-9,-9,NA,NA,40,4,NA,NA,NA,NA,NA,NA,20210324,6.8,53.918,6,NA,NA,0.010206,28,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,605_35,35,2002,9,19,1720,NA,15,D,53.9678,7.067,NA,NA,36F7,31,V,605_35,1,1,R,-9,NA,4,1731,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,110,4,-9,NA,-9,NA,-9,350,2,NA,-9,18.1,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,7.067,53.9678,6,NA,NA,0.010386,31,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,602_47,47,2002,9,24,715,NA,15,D,54.1166,7.7503,NA,NA,37F7,40,V,602_47,1,1,R,-9,NA,4,1687,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,320,4,-9,NA,-9,NA,-9,0,2,NA,-9,16.7,-9,-9,-9,NA,NA,40,2,NA,NA,NA,NA,NA,NA,20210324,7.7503,54.1166,6,NA,NA,0.010122,40,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,606_15,15,2002,9,17,725,NA,15,D,53.6513,3.6845,NA,NA,36F3,42,V,606_15,1,1,R,-9,NA,4,1646,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,170,4,-9,NA,-9,NA,-9,330,7,NA,-9,17.1,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,3.6845,53.6513,6,NA,NA,0.009876,42,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,608_31,31,2002,9,19,1155,NA,15,D,53.7666,6.7836,NA,NA,36F6,19,V,608_31,1,1,R,-9,NA,4,1687,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,260,4,-9,NA,-9,NA,-9,330,4,NA,-9,18.4,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,6.7836,53.7666,6,NA,NA,0.010122,19,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,608_30,30,2002,9,19,930,NA,15,D,53.7841,6.968,NA,NA,36F6,23,V,608_30,1,1,R,-9,NA,4,1694,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,260,4,-9,NA,-9,NA,-9,330,4,NA,-9,18.4,-9,-9,-9,NA,NA,40,2,NA,NA,NA,NA,NA,NA,20210324,6.968,53.7841,6,NA,NA,0.010164,23,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,608_29,29,2002,9,19,835,NA,15,D,53.8011,7.1181,NA,NA,36F7,25,V,608_29,1,1,R,-9,NA,4,1679,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,270,4,-9,NA,-9,NA,-9,330,4,NA,-9,18.4,-9,-9,-9,NA,NA,40,2,NA,NA,NA,NA,NA,NA,20210324,7.1181,53.8011,6,NA,NA,0.010074,25,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,606_14,14,2002,9,17,607,NA,15,D,53.818,3.5848,NA,NA,36F3,38,V,606_14,1,1,R,-9,NA,4,1676,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,160,4,-9,NA,-9,NA,-9,330,7,NA,-9,16.8,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,3.5848,53.818,6,NA,NA,0.010056,38,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,608_28,28,2002,9,19,710,NA,15,D,53.818,7.4166,NA,NA,36F7,14,V,608_28,1,1,R,-9,NA,4,1653,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,270,4,-9,NA,-9,NA,-9,330,4,NA,-9,18.3,-9,-9,-9,NA,NA,40,4,NA,NA,NA,NA,NA,NA,20210324,7.4166,53.818,6,NA,NA,0.009918,14,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,606_17,17,2002,9,17,940,NA,15,D,53.4005,3.8346,NA,NA,35F3,30,V,606_17,1,1,R,-9,NA,4,1640,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,170,4,-9,NA,-9,NA,-9,330,7,NA,-9,17.5,-9,-9,-9,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20210324,3.8346,53.4005,6,NA,NA,0.00984,30,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,607_23,23,2002,9,18,1225,NA,15,D,53.4011,5,NA,NA,35F5,25,V,607_23,1,1,R,-9,NA,4,1709,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,60,4,-9,NA,-9,NA,-9,0,4,NA,-9,18.4,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,5,53.4011,6,NA,NA,0.010254,25,20210618
HH,SNS,3,NL,64SS,BT6,NA,NA,NA,607_24,24,2002,9,18,1111,NA,15,D,53.4668,5.1835,NA,NA,35F5,25,V,607_24,1,1,R,-9,NA,4,1700,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,70,4,-9,NA,-9,NA,-9,330,2,NA,-9,18.4,-9,-9,-9,NA,NA,40,3,NA,NA,NA,NA,NA,NA,20210324,5.1835,53.4668,6,NA,NA,0.0102,25,20210618
