RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,DateofCalculation,meanLong,meanLat,BeamWidth,SweptAreaDSKM2,SweptAreaWSKM2,SweptAreaBWKM2,Depth_gam,DateofCalculation_Dataproduct
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63448,48,2002,9,19,807,"D2",15,D,51.6651,4.1435,NA,NA,32F4,6,V,63448,1,1,R,-9,"BC",1,1680,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,0,3,NA,-9,17.1,-9,-9,-9,NA,NA,20,3,NA,300,NA,NA,NA,NA,20171013,4.1435,51.6651,3,NA,NA,0.00504,6,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63469,69,2002,9,24,1255,"D2",15,D,51.6656,3.7565,NA,NA,32F3,10,V,63469,1,1,R,-9,"BC",1,1190,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,5,NA,-9,15.6,-9,-9,-9,NA,NA,20,1,NA,180,NA,NA,NA,NA,20171013,3.7565,51.6656,3,NA,NA,0.00357,10,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63449,49,2002,9,19,835,"D2",15,D,51.666,4.1405,NA,NA,32F4,8,V,63449,1,1,R,-9,"BC",1,1690,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,0,3,NA,-9,17,-9,-9,-9,NA,NA,20,3,NA,300,NA,NA,NA,NA,20171013,4.1405,51.666,3,NA,NA,0.00507,8,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63465,65,2002,9,24,905,"D1",15,D,51.675,3.836,NA,NA,32F3,3,V,63465,1,1,R,-9,"BC",1,1440,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,5,NA,-9,15.6,-9,-9,-9,NA,NA,20,2,NA,420,NA,NA,NA,NA,20171013,3.836,51.675,3,NA,NA,0.00432,3,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63466,66,2002,9,24,1134,"D5",15,D,51.677,3.8333,NA,NA,32F3,24,V,63466,1,1,R,-9,"BC",1,1540,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,5,NA,-9,15.6,-9,-9,-9,NA,NA,20,2,NA,240,NA,NA,NA,NA,20171013,3.8333,51.677,3,NA,NA,0.00462,24,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63468,68,2002,9,24,1227,"D4",15,D,51.679,3.774,NA,NA,32F3,19,V,63468,1,1,R,-9,"BC",1,1120,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,5,NA,-9,15.6,-9,-9,-9,NA,NA,20,1,NA,240,NA,NA,NA,NA,20171013,3.774,51.679,3,NA,NA,0.00336,19,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63467,67,2002,9,24,1204,"D1",15,D,51.679,3.7896,NA,NA,32F3,2,V,63467,1,1,R,-9,"BC",1,1230,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,5,NA,-9,15.6,-9,-9,-9,NA,NA,20,1,NA,240,NA,NA,NA,NA,20171013,3.7896,51.679,3,NA,NA,0.00369,2,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63835,35,2002,9,17,1140,"D1",15,D,51.374,4.1218,NA,NA,31F4,4,V,63835,1,1,R,-9,"BC",1,2060,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,3,NA,-9,17.4,-9,-9,-9,NA,NA,20,1,NA,0,NA,NA,NA,NA,20171013,4.1218,51.374,3,NA,NA,0.00618,4,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63837,37,2002,9,17,1245,"D3",15,D,51.4036,4.0373,NA,NA,31F4,14,V,63837,1,1,R,-9,"BC",1,1360,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,225,3,NA,-9,17.5,-9,-9,-9,NA,NA,20,1,NA,660,NA,NA,NA,NA,20171013,4.0373,51.4036,3,NA,NA,0.00408,14,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63838,38,2002,9,17,1345,"D2",15,D,51.4155,4.0525,NA,NA,31F4,8,V,63838,1,1,R,-9,"BC",1,1480,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,225,3,NA,-9,17.5,-9,-9,-9,NA,NA,20,1,NA,600,NA,NA,NA,NA,20171013,4.0525,51.4155,3,NA,NA,0.00444,8,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63832,32,2002,9,17,647,"D1",15,D,51.4553,3.9833,NA,NA,31F3,2,V,63832,1,1,R,-9,"BC",1,1340,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,3,NA,-9,17.1,-9,-9,-9,NA,NA,20,1,NA,300,NA,NA,NA,NA,20171013,3.9833,51.4553,3,NA,NA,0.00402,2,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63831,31,2002,9,16,1433,"D2",15,D,51.4515,3.9645,NA,NA,31F3,9,V,63831,1,1,R,-9,"BC",1,1740,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,3,NA,-9,17.5,-9,-9,-9,NA,NA,20,1,NA,480,NA,NA,NA,NA,20171013,3.9645,51.4515,3,NA,NA,0.00522,9,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63833,33,2002,9,17,711,"D1",15,D,51.4438,3.9538,NA,NA,31F3,3,V,63833,1,1,R,-9,"BC",1,1280,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,3,NA,-9,17.2,-9,-9,-9,NA,NA,20,1,NA,240,NA,NA,NA,NA,20171013,3.9538,51.4438,3,NA,NA,0.00384,3,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63828,28,2002,9,16,1220,"D1",15,D,51.4318,3.9531,NA,NA,31F3,4,V,63828,1,1,R,-9,"BC",1,1720,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,45,3,NA,-9,17.5,-9,-9,-9,NA,NA,20,1,NA,600,NA,NA,NA,NA,20171013,3.9531,51.4318,3,NA,NA,0.00516,4,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61015,15,2002,9,4,815,"D2",15,D,52.9965,4.701,NA,NA,34F4,9,V,61015,1,1,R,-9,"BC",1,1530,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,180,3,NA,-9,19.8,-9,-9,-9,NA,NA,20,1,NA,480,NA,NA,NA,NA,20171013,4.701,52.9965,3,NA,NA,0.00459,9,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61014,14,2002,9,4,731,"D3",15,D,52.9886,4.7555,NA,NA,34F4,10,V,61014,1,1,R,-9,"BC",1,1520,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,180,3,NA,-9,19.6,-9,-9,-9,NA,NA,20,1,NA,540,NA,NA,NA,NA,20171013,4.7555,52.9886,3,NA,NA,0.00456,10,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61018,18,2002,9,4,1158,"D2",15,D,52.9878,4.879,NA,NA,34F4,10,V,61018,1,1,R,-9,"BC",1,1460,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,240,3,NA,-9,19.8,-9,-9,-9,NA,NA,20,1,NA,240,NA,NA,NA,NA,20171013,4.879,52.9878,3,NA,NA,0.00438,10,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6102,2,2002,9,2,1245,"D1",15,D,52.9793,5.1031,NA,NA,34F5,3,V,6102,1,1,R,-9,"BC",1,1370,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,90,3,NA,-9,20.3,-9,-9,-9,NA,NA,20,1,NA,120,NA,NA,NA,NA,20171013,5.1031,52.9793,3,NA,NA,0.00411,3,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61020,20,2002,9,4,1326,"D2",15,D,52.9771,4.9283,NA,NA,34F4,6,V,61020,1,1,R,-9,"BC",1,1420,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,240,2,NA,-9,20.2,-9,-9,-9,NA,NA,20,1,NA,180,NA,NA,NA,NA,20171013,4.9283,52.9771,3,NA,NA,0.00426,6,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61017,17,2002,9,4,1132,"D1",15,D,52.9726,4.8353,NA,NA,34F4,5,V,61017,1,1,R,-9,"BC",1,1370,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,240,3,NA,-9,19.1,-9,-9,-9,NA,NA,20,1,NA,300,NA,NA,NA,NA,20171013,4.8353,52.9726,3,NA,NA,0.00411,5,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61010,10,2002,9,3,1449,"D2",15,D,52.97,4.9671,NA,NA,34F4,6,V,61010,1,1,R,-9,"BC",1,1370,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,110,3,NA,-9,19.8,-9,-9,-9,NA,NA,20,1,NA,0,NA,NA,NA,NA,20171013,4.9671,52.97,3,NA,NA,0.00411,6,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61016,16,2002,9,4,859,"D3",15,D,52.968,4.7038,NA,NA,34F4,15,V,61016,1,1,R,-9,"BC",1,1490,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,220,3,NA,-9,19.8,-9,-9,-9,NA,NA,20,1,NA,420,NA,NA,NA,NA,20171013,4.7038,52.968,3,NA,NA,0.00447,15,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6107,7,2002,9,3,1130,"D1",15,D,52.9646,4.9498,NA,NA,34F4,5,V,6107,1,1,R,-9,"BC",1,1480,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,100,6,NA,-9,19.4,-9,-9,-9,NA,NA,20,1,NA,0,NA,NA,NA,NA,20171013,4.9498,52.9646,3,NA,NA,0.00444,5,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6109,9,2002,9,3,1428,"D2",15,D,52.9638,4.9933,NA,NA,34F4,6,V,6109,1,1,R,-9,"BC",1,1390,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,110,3,NA,-9,19.6,-9,-9,-9,NA,NA,20,1,NA,0,NA,NA,NA,NA,20171013,4.9933,52.9638,3,NA,NA,0.00417,6,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61019,19,2002,9,4,1250,"D1",15,D,52.9616,4.9285,NA,NA,34F4,5,V,61019,1,1,R,-9,"BC",1,1350,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,240,2,NA,-9,19.5,-9,-9,-9,NA,NA,20,1,NA,240,NA,NA,NA,NA,20171013,4.9285,52.9616,3,NA,NA,0.00405,5,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6101,1,2002,9,2,1210,"D1",15,D,52.9601,4.9843,NA,NA,34F4,4,V,6101,1,1,R,-9,"BC",1,1410,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,90,3,NA,-9,19.9,-9,-9,-9,NA,NA,20,1,NA,120,NA,NA,NA,NA,20171013,4.9843,52.9601,3,NA,NA,0.00423,4,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6108,8,2002,9,3,1159,"D1",15,D,52.9506,4.9855,NA,NA,34F4,4,V,6108,1,1,R,-9,"BC",1,1510,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,100,6,NA,-9,19.1,-9,-9,-9,NA,NA,20,1,NA,120,NA,NA,NA,NA,20171013,4.9855,52.9506,3,NA,NA,0.00453,4,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6106,6,2002,9,3,909,"D1",15,D,52.9471,5.031,NA,NA,34F5,3,V,6106,1,1,R,-9,"BC",1,1500,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,90,6,NA,-9,19.4,-9,-9,-9,NA,NA,20,1,NA,420,NA,NA,NA,NA,20171013,5.031,52.9471,3,NA,NA,0.0045,3,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61011,11,2002,9,3,1523,"D1",15,D,53.0016,4.968,NA,NA,35F4,4,V,61011,1,1,R,-9,"BC",1,1430,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,90,3,NA,-9,19.9,-9,-9,-9,NA,NA,20,1,NA,0,NA,NA,NA,NA,20171013,4.968,53.0016,3,NA,NA,0.00429,4,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6103,3,2002,9,2,1314,"D1",15,D,53.0066,5.0861,NA,NA,35F5,4,V,6103,1,1,R,-9,"BC",1,1350,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,40,3,NA,-9,20.4,-9,-9,-9,NA,NA,20,1,NA,60,NA,NA,NA,NA,20171013,5.0861,53.0066,3,NA,NA,0.00405,4,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61013,13,2002,9,4,654,"D5",15,D,53.0178,4.847,NA,NA,35F4,21,V,61013,1,1,R,-9,"BC",1,1500,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,180,3,NA,-9,19.8,-9,-9,-9,NA,NA,20,1,NA,600,NA,NA,NA,NA,20171013,4.847,53.0178,3,NA,NA,0.0045,21,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6105,5,2002,9,2,1420,"D2",15,D,53.0248,5.1845,NA,NA,35F5,6,V,6105,1,1,R,-9,"BC",1,1470,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,40,3,NA,-9,20.5,-9,-9,-9,NA,NA,20,1,NA,0,NA,NA,NA,NA,20171013,5.1845,53.0248,3,NA,NA,0.00441,6,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,6104,4,2002,9,2,1348,"D2",15,D,53.0273,5.141,NA,NA,35F5,6,V,6104,1,1,R,-9,"BC",1,1490,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,40,3,NA,-9,20.2,-9,-9,-9,NA,NA,20,1,NA,0,NA,NA,NA,NA,20171013,5.141,53.0273,3,NA,NA,0.00447,6,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61025,25,2002,9,5,813,"D2",15,D,53.0436,5.0773,NA,NA,35F5,8,V,61025,1,1,R,-9,"BC",1,1510,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,220,3,NA,-9,19.6,-9,-9,-9,NA,NA,20,1,NA,600,NA,NA,NA,NA,20171013,5.0773,53.0436,3,NA,NA,0.00453,8,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61024,24,2002,9,5,715,"D3",15,D,53.0546,5.2421,NA,NA,35F5,11,V,61024,1,1,R,-9,"BC",1,1420,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,215,2,NA,-9,19.5,-9,-9,-9,NA,NA,20,1,NA,660,NA,NA,NA,NA,20171013,5.2421,53.0546,3,NA,NA,0.00426,11,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61026,26,2002,9,5,839,"D4",10,D,53.0561,5.0281,NA,NA,35F5,19,V,61026,1,1,R,-9,"BC",1,1000,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,220,3,NA,-9,19.6,-9,-9,-9,NA,NA,20,1,NA,540,NA,NA,NA,NA,20171013,5.0281,53.0561,3,NA,NA,0.003,19,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61012,12,2002,9,4,616,"D1",15,D,53.0665,4.9023,NA,NA,35F4,4,V,61012,1,1,R,-9,"BC",1,1390,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,180,2,NA,-9,19.5,-9,-9,-9,NA,NA,20,1,NA,600,NA,NA,NA,NA,20171013,4.9023,53.0665,3,NA,NA,0.00417,4,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61027,27,2002,9,5,910,"D2",15,D,53.0718,4.9796,NA,NA,35F4,8,V,61027,1,1,R,-9,"BC",1,1390,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,220,3,NA,-9,19.6,-9,-9,-9,NA,NA,20,1,NA,480,NA,NA,NA,NA,20171013,4.9796,53.0718,3,NA,NA,0.00417,8,20210618
HH,DYFS,3,NL,64ST,BT3,NA,NA,NA,61021,21,2002,9,4,1447,"D1",15,D,53.0756,5.0013,NA,NA,35F5,3,V,61021,1,1,R,-9,"BC",1,1380,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,200,2,NA,-9,19.6,-9,-9,-9,NA,NA,20,1,NA,60,NA,NA,NA,NA,20171013,5.0013,53.0756,3,NA,NA,0.00414,3,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63819,19,2002,9,11,1333,"D4",15,D,51.3843,3.7216,NA,NA,31F3,16,V,63819,1,1,R,-9,"BC",1,1360,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,293,3,NA,-9,17.7,-9,-9,-9,NA,NA,20,1,NA,240,NA,NA,NA,NA,20171013,3.7216,51.3843,3,NA,NA,0.00408,16,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63815,15,2002,9,11,933,"D1",15,D,51.3871,3.6171,NA,NA,31F3,5,V,63815,1,1,R,-9,"BC",1,1220,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,293,3,NA,-9,17.5,-9,-9,-9,NA,NA,20,1,NA,360,NA,NA,NA,NA,20171013,3.6171,51.3871,3,NA,NA,0.00366,5,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,6382,2,2002,9,9,1355,"D1",10,D,51.389,4.1581,NA,NA,31F4,2,V,6382,1,1,R,-9,"BC",1,1130,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,90,8,NA,-9,18.2,-9,-9,-9,NA,NA,20,1,NA,120,NA,NA,NA,NA,20171013,4.1581,51.389,3,NA,NA,0.00339,2,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,6381,1,2002,9,9,1321,"D3",10,D,51.3915,4.0755,NA,NA,31F4,11,V,6381,1,1,R,-9,"BC",1,1160,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,90,8,NA,-9,18.2,-9,-9,-9,NA,NA,20,1,NA,120,NA,NA,NA,NA,20171013,4.0755,51.3915,3,NA,NA,0.00348,11,20210618
HH,DYFS,3,NL,646A,BT3,NA,NA,NA,63813,13,2002,9,11,742,"D3",15,D,51.3941,3.7745,NA,NA,31F3,13,V,63813,1,1,R,-9,"BC",1,1320,NA,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,2.5,4,NA,-9,NA,-9,293,3,NA,-9,17.6,-9,-9,-9,NA,NA,20,0,NA,480,NA,NA,NA,NA,20171013,3.7745,51.3941,3,NA,NA,0.00396,13,20210618
